molecule_chembl_id,known_name,pref_name,synonyms,molecule_type,max_phase,best_IC50_nM,best_IC50_units,best_EC50_nM,best_inhibition_pct,best_pchembl_value,action_type_clean,standard_types,targets,target_names,num_activities,document_years,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,cx_logp,cx_logd,canonical_smiles
CHEMBL4128079,,,,Small molecule,,30.0,nM,,,7.52,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,389.49,3.94,4,1,62.28,3,0,,,C[C@]12CCC(F)(F)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL5873746,,,,,,31.0,nM,,,7.51,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,449.51,2.49,8,2,114.04,6,0,,,COc1cc(C(=O)N2CCN(c3cnc(N)cc3C)C[C@@H]2CO)ncc1Oc1ccccc1
CHEMBL5974801,,,,,,31.1,nM,,,7.51,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,3,2022.0,415.46,4.06,4,1,62.28,4,0,,,N#Cc1ccc(OC2CC(c3ccc(F)cc3)CC2N2CC(N)CC(F)(F)C2)cc1
CHEMBL2418815,,,,Small molecule,,32.0,nM,,,7.5,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,407.50,4.68,6,1,63.69,3,0,,,Cc1sc(Nc2ccc3c(c2)OCO3)nc1C(=O)N1CCc2ccccc2C1C
CHEMBL5933070,,,,,,32.0,nM,,,7.5,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,466.51,3.81,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCc1ccccc1F
CHEMBL4128782,,,,Small molecule,,33.0,nM,,,7.48,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,396.54,3.31,6,1,83.87,4,0,,,CO/N=C1\CC[C@@]2(C)[C@@H](C1)C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL4127190,,,,Small molecule,,37.0,nM,,,7.43,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,353.51,3.70,4,1,62.28,3,0,,,C[C@]12CCCC[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL5743712,,,,,,42.0,nM,,,7.38,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,9,2020.0; 2021.0,453.47,2.32,8,2,114.04,6,0,,,COc1cc(C(=O)N2CCN(c3ccc(N)nc3)C[C@@H]2CO)ncc1Oc1ccc(F)cc1
CHEMBL5921644,,,,,,43.0,nM,,,7.37,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,3,2021.0,434.50,4.01,7,0,86.67,6,0,,,COc1cc(C(=O)N2CCC(c3cc(OC)c(C)nn3)CC2)ncc1Oc1ccccc1
CHEMBL5841286,,,,,,43.0,nM,,,7.37,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,3,2020.0,435.48,3.28,8,1,112.69,6,0,,,COc1cc(C(=O)N2CCC(c3cc(OC)c(N)nn3)CC2)ncc1Oc1ccccc1
CHEMBL5989522,,,,,,46.0,nM,,,7.34,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,434.50,3.89,7,1,99.80,6,0,,,COc1ccc(Oc2cnc(C(=O)N3CCC(c4ccc(N)nc4)CC3)cc2OC)cc1
CHEMBL5962701,,,,,,47.0,nM,,,7.33,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,449.51,2.57,8,2,114.04,6,0,,,COc1cc(N)ncc1N1CCN(C(=O)c2ccc(Oc3ccccc3)cn2)[C@@H]([C@@H](C)O)C1
CHEMBL4125756,,,,Small molecule,,49.0,nM,,,7.31,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,369.51,2.67,5,2,82.51,3,0,,,C[C@]12CC[C@@H](O)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL2418810,,,,Small molecule,,50.0,nM,,,7.3,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,381.90,5.25,4,1,45.23,3,1,,,Cc1sc(Nc2ccc(Cl)cc2F)nc1C(=O)N1CCCC(C)C1C
CHEMBL4126989,,,,Small molecule,,52.0,nM,,,7.28,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,383.54,3.32,5,1,71.51,4,0,,,CO[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL5923413,,,,,,54.0,nM,,,7.27,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,434.50,3.89,7,1,99.80,6,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1Oc1ccccc1
CHEMBL2418814,,,,Small molecule,,63.0,nM,,,7.2,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,393.47,4.37,6,1,63.69,3,0,,,CC1c2ccccc2CCN1C(=O)c1csc(Nc2ccc3c(c2)OCO3)n1
CHEMBL5943663,,,,,,67.0,nM,,,7.17,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,502.49,4.91,7,1,99.80,6,1,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1Oc1ccc(C(F)(F)F)cc1
CHEMBL5780246,,,,,,70.0,nM,,,7.16,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,397.48,2.66,7,1,103.46,6,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OCC1CCC1
CHEMBL5904001,,,,,,71.0,nM,,,7.15,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,3,2021.0,435.48,2.18,8,2,114.04,6,0,,,COc1cc(C(=O)N2CCN(c3ccc(N)nc3)C[C@@H]2CO)ncc1Oc1ccccc1
CHEMBL6049943,,,,,,71.0,nM,,,7.15,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,426.52,3.27,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCC1(C)CC1
CHEMBL5951611,,,,,,75.0,nM,,,7.12,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,3,2021.0,478.55,3.57,8,0,86.25,8,0,,,COC[C@H]1CN(c2cnc(C)cc2OC)CCN1C(=O)c1cc(OC)c(Oc2ccccc2)cn1
CHEMBL5892573,,,,,,75.0,nM,,,7.12,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,3,2020.0,479.54,2.85,9,1,112.27,8,0,,,COC[C@H]1CN(c2cnc(N)cc2OC)CCN1C(=O)c1cc(OC)c(Oc2ccccc2)cn1
CHEMBL2418806,,,,Small molecule,,80.0,nM,,,7.1,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,329.47,4.46,4,1,45.23,3,0,,,Cc1ccc(Nc2nc(C(=O)N3CCCC(C)C3C)cs2)cc1
CHEMBL5903424,,,,,,82.0,nM,,,7.09,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,473.46,4.29,7,1,103.46,5,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1Oc1ccc(C(F)(F)F)cc1
CHEMBL6065646,,,,,,85.0,nM,,,7.07,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,439.90,3.93,7,1,103.46,5,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1Oc1ccc(Cl)cc1
CHEMBL5925369,,,,,,94.0,nM,,,7.03,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,426.52,3.42,7,1,99.80,6,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OC1CCCC1
CHEMBL5962653,,,,,,97.0,nM,,,7.01,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,385.47,2.52,7,1,103.46,6,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OCC(C)C
CHEMBL5931558,,,,,,98.0,nM,,,7.01,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,419.49,3.66,7,1,103.46,6,0,,,CCOc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1Oc1ccccc1
CHEMBL5871233,,,,,,100.0,nM,,,7.0,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,449.51,2.57,8,2,114.04,6,0,,,COc1cc(N)ncc1N1CCN(C(=O)c2ccc(Oc3ccccc3)cn2)[C@@H]([C@H](C)O)C1
CHEMBL5964096,,,,,,100.0,nM,,,7.0,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,464.52,3.90,8,1,109.03,7,0,,,COc1ccc(Oc2cnc(C(=O)N3CCC(c4cnc(N)cc4OC)CC3)cc2OC)cc1
CHEMBL6016137,,,,,,110.0,nM,,,6.96,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,437.48,3.72,7,1,103.46,5,0,,,COc1cc(C(=O)N2CCC(c3nnc(N)cc3C)CC2)ncc1Oc1ccc(F)cc1
CHEMBL6057188,,,,,,110.0,nM,,,6.96,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,440.54,3.81,7,1,99.80,6,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OC1CCCCC1
CHEMBL6030993,,,,,,120.0,nM,,,6.92,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,419.49,3.58,7,1,103.46,5,0,,,COc1cc(C(=O)N2CCC(c3nnc(N)cc3C)CC2)ncc1Oc1ccccc1
CHEMBL6013333,,,,,,130.0,nM,,,6.89,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,466.51,3.81,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCc1ccc(F)cc1
CHEMBL5962334,,,,,,140.0,nM,,,6.85,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,448.52,3.67,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCc1ccccc1
CHEMBL5847301,,,,,,140.0,nM,,,6.85,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,435.48,3.28,8,1,112.69,6,0,,,COc1ccc(Oc2cnc(C(=O)N3CCC(c4ccc(N)nn4)CC3)cc2OC)cc1
CHEMBL5777841,,,,,,140.0,nM,,,6.85,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,483.50,2.33,9,2,123.27,7,0,,,COc1cc(C(=O)N2CCN(c3cnc(N)cc3OC)C[C@@H]2CO)ncc1Oc1ccc(F)cc1
CHEMBL6022816,,,,,,150.0,nM,,,6.82,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,462.50,3.52,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCC1CC(F)(F)C1
CHEMBL5851232,,,,,,160.0,nM,,,6.8,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,400.48,2.88,7,1,99.80,7,0,,,CCCOc1cnc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)cc1OC
CHEMBL4130214,,,,Small molecule,,160.0,nM,,,6.8,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,325.41,1.71,5,1,79.35,3,0,,,N#Cc1ccc(O[C@@H]2[C@@H]3CC(=O)[C@@H]3C[C@H]2N2CCC[C@@H](N)C2)cc1
CHEMBL2418813,,,,Small molecule,,160.0,nM,,,6.8,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,379.44,3.81,6,1,63.69,3,0,,,O=C(c1csc(Nc2ccc3c(c2)OCO3)n1)N1CCc2ccccc2C1
CHEMBL2418823,,,,Small molecule,,160.0,nM,,,6.8,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,345.42,3.49,6,1,63.69,3,0,,,CC1CCN(C(=O)c2csc(Nc3ccc4c(c3)OCO4)n2)CC1
CHEMBL5994123,,,,,,160.0,nM,,,6.8,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,412.49,2.88,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCC1CC1
CHEMBL4567792,,,,Unknown,,170.0,nM,,,6.77,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2019.0,349.52,4.58,3,2,72.55,5,0,,,C=C[C@](C)(O)CC[C@H]1C(=C)C[C@H](OC(N)=O)[C@H]2C(C)(C)CCC[C@]12C
CHEMBL5914721,,,,,,170.0,nM,,,6.77,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,479.51,3.50,8,1,103.04,6,0,,,COc1cc(C(=O)N2C3CCC2CN(c2cnc(N)cc2OC)C3)ncc1Oc1ccc(F)cc1
CHEMBL5902303,,,,,,170.0,nM,,,6.77,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,461.52,3.82,8,1,112.69,7,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1Oc1ccc(OC2CC2)cc1
CHEMBL5789658,,,,,,170.0,nM,,,6.77,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,414.51,3.13,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCC(C)C
CHEMBL5851834,,,,,,180.0,nM,,,6.75,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,465.51,2.19,9,2,123.27,7,0,,,COc1ccc(Oc2cnc(C(=O)N3CCN(c4ccc(N)nc4)C[C@@H]3CO)cc2OC)cc1
CHEMBL5812920,,,,,,180.0,nM,,,6.75,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,437.48,3.20,7,1,103.46,6,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OCc1ccc(F)cc1
CHEMBL5829570,,,,,,190.0,nM,,,6.72,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,462.55,3.72,7,1,99.80,8,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCCc1ccccc1
CHEMBL4129002,,,,Small molecule,,200.0,nM,,,6.7,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,403.52,4.19,4,1,62.28,4,0,,,C[C@]12CC[C@H](C(F)F)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL4126938,,,,Small molecule,,210.0,nM,,,6.68,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,383.54,3.06,5,2,82.51,3,0,,,CC1(O)CC[C@@]2(C)[C@H](C[C@@H](N3CCC[C@@H](N)C3)[C@@H]2Oc2ccc(C#N)cc2)C1
CHEMBL6044717,,,,,,210.0,nM,,,6.68,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,426.52,3.27,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCC1CCC1
CHEMBL5911163,,,,,,220.0,nM,,,6.66,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,497.53,2.98,9,1,112.27,8,0,,,COC[C@H]1CN(c2cnc(N)cc2OC)CCN1C(=O)c1cc(OC)c(Oc2ccc(F)cc2)cn1
CHEMBL5873888,,,,,,220.0,nM,,,6.66,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,3,2021.0,434.50,4.01,7,0,86.67,6,0,,,COc1cc(C(=O)N2CCC(c3nnc(C)cc3OC)CC2)ncc1Oc1ccccc1
CHEMBL5779984,,,,,,220.0,nM,,,6.66,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,471.46,3.88,8,1,112.69,7,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1Oc1ccc(OC(F)F)cc1
CHEMBL5824733,,,,,,220.0,nM,,,6.66,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,3,2020.0,435.48,3.28,8,1,112.69,6,0,,,COc1cc(C(=O)N2CCC(c3nnc(N)cc3OC)CC2)ncc1Oc1ccccc1
CHEMBL4458930,larixyl acetate (87.5% similar),,,Unknown,,250.0,nM,,,6.6,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2019.0,391.55,5.15,4,1,78.62,6,1,,,C=C[C@@](C)(CC[C@H]1C(=C)C[C@H](OC(N)=O)[C@H]2C(C)(C)CCC[C@]12C)OC(C)=O
CHEMBL5810722,,,,,,250.0,nM,,,6.6,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,453.47,3.42,8,1,112.69,6,0,,,COc1cc(C(=O)N2CCC(c3nnc(N)cc3OC)CC2)ncc1Oc1ccc(F)cc1
CHEMBL6038446,,,,,,250.0,nM,,,6.6,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,426.52,3.27,7,1,99.80,8,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCCC1CC1
CHEMBL4126435,,,,Small molecule,,280.0,nM,,,6.55,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,436.60,3.32,5,1,82.59,4,0,,,CN(C)C(=O)/C=C1\CC[C@@]2(C)[C@@H](C1)C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL6048659,,,,,,290.0,nM,,,6.54,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,503.48,4.30,8,1,112.69,6,1,,,COc1cc(C(=O)N2CCC(c3nnc(N)cc3OC)CC2)ncc1Oc1ccc(C(F)(F)F)cc1
CHEMBL5850981,,,,,,290.0,nM,,,6.54,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,461.52,3.36,8,1,103.04,6,0,,,COc1cc(C(=O)N2C3CCC2CN(c2cnc(N)cc2OC)C3)ncc1Oc1ccccc1
CHEMBL5806558,,,,,,300.0,nM,,,6.52,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,460.53,4.42,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC3CC3)CC2)ncc1Oc1ccccc1
CHEMBL5771095,,,,,,300.0,nM,,,6.52,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,437.48,3.20,7,1,103.46,6,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OCc1ccccc1F
CHEMBL5762085,,,,,,320.0,nM,,,6.5,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,449.51,3.67,8,1,112.69,7,0,,,CCOc1cc(N)nnc1C1CCN(C(=O)c2cc(OC)c(Oc3ccccc3)cn2)CC1
